"Orden","OS Dominante","Producto","Doble Modem","OMS E.","E. Saydot","Cod. Tec","Fac. OK ","Estado","Sin Datos","Relacionadas","Datos B_O","Error Captura","Error Subida","Diagnostico"
"184235276","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184235276","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184235276 - R112 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184235276"
"184207940","","ADSL","SI","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184207944 - TPTL - IPTV : DO,184207937 - TPTL - PSTN : DO,184207943 - TPTL - PSTN : DO,184207940 - TPTL - ADSL : DE,","NO","","",""
"184221175","184221171","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184221175 - TPTL - ADSL : DE,184221170 - TPTL - PSTN : DO,184221177 - TPTL - IPTV : DE,184221171 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184221175"
"184243008","","IPTV","NO","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","NO","184243005 - RG - PSTN : DO,184243007 - RG - ADSL : DE,184243008 - RG - IPTV : DE,","NO","","","Orden Hermana 184243008 Retenida en tarea manual CANCEL en M6"
"184209837","","PSTN","NO","DE","PC : Pendiente de Cierre en OMS","0106:INSTALADA OK, CLIENTE CON KIT","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184209837 - R019 - PSTN : DE,","SI","","NA",""
"184243007","184243008","ADSL","NO","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","NO","184243005 - RG - PSTN : DO,184243007 - RG - ADSL : DE,184243008 - RG - IPTV : DE,","NO","","","Orden Hermana 184243008 Retenida en tarea manual CANCEL en M6"
"184225199","184225196","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184225199","Completadas_y_en_Proceso","NO","184225199 - TPTL - IPTV : DE,184225197 - TPTL - PSTN : DO,184225196 - TPTL - PSTN : DO,184225198 - TPTL - ADSL : DE,","NO","","",""
"184216482","184216487","ADSL","SI","DE","PD : Pendiente de Despacho",":","Error de diseño o facilidades no enviadas: 184216484","Completadas_y_en_Proceso","NO","184216487 - TPTL - PSTN : DO,184216482 - TPTL - ADSL : DE,184216480 - TPTL - PSTN : DO,184216484 - TPTL - IPTV : DE,","NO","","",""
"184225199","184225197","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184225199","Completadas_y_en_Proceso","NO","184225199 - TPTL - IPTV : DE,184225197 - TPTL - PSTN : DO,184225196 - TPTL - PSTN : DO,184225198 - TPTL - ADSL : DE,","NO","","",""
"184216484","184216480","IPTV","SI","DE","PD : Pendiente de Despacho",":","Error de diseño o facilidades no enviadas: 184216484","Completadas_y_en_Proceso","NO","184216487 - TPTL - PSTN : DO,184216482 - TPTL - ADSL : DE,184216480 - TPTL - PSTN : DO,184216484 - TPTL - IPTV : DE,","NO","","",""
"184227054","184227048","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184227052 - TPTL - ADSL : DE,184227048 - TPTL - PSTN : DO,184227054 - TPTL - IPTV : DE,184227047 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184227054 Retenida en tarea manual CKTID en M6"
"184227052","184227047","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184227052 - TPTL - ADSL : DE,184227048 - TPTL - PSTN : DO,184227054 - TPTL - IPTV : DE,184227047 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184227054 Retenida en tarea manual CKTID en M6"
"184239897","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184239897","Completadas_y_en_Proceso","NO","184239877 - RG - PSTN : DO,184239897 - RG - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184239897"
"184228763","184228750","IPTV","SI","DE","PR : Pendiente Reprogramar Compromiso","0235:","OK","Completadas_y_en_Proceso","NO","184228763 - TPTL - IPTV : DE,184228750 - TPTL - PSTN : DO,184228761 - TPTL - ADSL : DE,184228749 - TPTL - PSTN : DO,","NO","","",""
"184221663","184221659","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184221663","Completadas_y_en_Proceso","NO","184221662 - TPTL - ADSL : DE,184221659 - TPTL - PSTN : DO,184221660 - TPTL - PSTN : DO,184221663 - TPTL - IPTV : DE,","NO","","",""
"184228763","184228749","ADSL","SI","DE","PR : Pendiente Reprogramar Compromiso","0215:CASA EN CONSTRUCCION","OK","Completadas_y_en_Proceso","NO","184228763 - TPTL - IPTV : DE,184228750 - TPTL - PSTN : DO,184228761 - TPTL - ADSL : DE,184228749 - TPTL - PSTN : DO,","NO","","",""
"184211241","184211233","IPTV","SI","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184211241","Completadas_y_en_Proceso","NO","184211240 - TPTL - ADSL : DE,184211241 - TPTL - IPTV : DE,184211233 - TPTL - PSTN : DE,184211234 - TPTL - PSTN : DO,","NO","","",""
"184230050","184230028","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184230028 - TPTL - PSTN : DO,184230049 - TPTL - ADSL : DE,184230029 - TPTL - PSTN : DO,184230050 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184230049"
"184221662","184221660","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184221663","Completadas_y_en_Proceso","NO","184221662 - TPTL - ADSL : DE,184221659 - TPTL - PSTN : DO,184221660 - TPTL - PSTN : DO,184221663 - TPTL - IPTV : DE,","NO","","",""
"184230049","184230029","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184230028 - TPTL - PSTN : DO,184230049 - TPTL - ADSL : DE,184230029 - TPTL - PSTN : DO,184230050 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184230049"
"184231271","184231254","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184231271","Completadas_y_en_Proceso","NO","184231255 - TPTL - PSTN : DO,184231254 - TPTL - PSTN : DO,184231271 - TPTL - IPTV : DE,184231263 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184231263"
"184231271","184231255","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184231271","Completadas_y_en_Proceso","NO","184231255 - TPTL - PSTN : DO,184231254 - TPTL - PSTN : DO,184231271 - TPTL - IPTV : DE,184231263 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184231263"
"184211240","184211234","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184211241","Completadas_y_en_Proceso","NO","184211240 - TPTL - ADSL : DE,184211241 - TPTL - IPTV : DE,184211233 - TPTL - PSTN : DE,184211234 - TPTL - PSTN : DO,","NO","","",""
"184212150","184212160","ADSL","SI","DE","TD : PENDIENTE DISEÑO TBS","","NO","Completadas_y_en_Proceso","NO","184212146 - TPTL - PSTN : DO,184212157 - TPTL - IPTV : DE,184212160 - TPTL - PSTN : DE,184212150 - TPTL - ADSL : DE,","NO","","","Estado no despachable en SAYDOT, luego de haber estado PD"
"184211233","","PSTN","SI","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184211241","Completadas_y_en_Proceso","NO","184211240 - TPTL - ADSL : DE,184211241 - TPTL - IPTV : DE,184211233 - TPTL - PSTN : DE,184211234 - TPTL - PSTN : DO,","NO","","184211233 no cargada en DOMAIN",""
"184239319","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184239323 - RC01 - ADSL : DO,184239324 - RC01 - DTH : DO,184239319 - RG - PSTN : DE,","NO","","",""
"184212157","184212146","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184212157","Completadas_y_en_Proceso","NO","184212146 - TPTL - PSTN : DO,184212157 - TPTL - IPTV : DE,184212160 - TPTL - PSTN : DE,184212150 - TPTL - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184212150"
"184214218","184214215","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184214221","Completadas_y_en_Proceso","NO","184214218 - TPTL - ADSL : DE,184214215 - TPTL - PSTN : DO,184214214 - TPTL - PSTN : DO,184214221 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184214218"
"184214221","184214214","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184214221","Completadas_y_en_Proceso","NO","184214218 - TPTL - ADSL : DE,184214215 - TPTL - PSTN : DO,184214214 - TPTL - PSTN : DO,184214221 - TPTL - IPTV : DE,","NO","","","REPETIR CIERRE: OS: 184214218"
"184211461","184211455","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184211461 - TPTL - IPTV : DE,184211456 - TPTL - PSTN : DO,184211458 - TPTL - ADSL : DE,184211455 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184211458 Retenida en tarea manual CKTID en M6"
"184219174","184219168","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184219174 - TPTL - IPTV : DE,184219169 - TPTL - PSTN : DO,184219172 - TPTL - ADSL : DE,184219168 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184219172"
"184219174","184219169","ADSL","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184219174 - TPTL - IPTV : DE,184219169 - TPTL - PSTN : DO,184219172 - TPTL - ADSL : DE,184219168 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184219172"
"184211461","184211456","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184211461 - TPTL - IPTV : DE,184211456 - TPTL - PSTN : DO,184211458 - TPTL - ADSL : DE,184211455 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184211458 Retenida en tarea manual CKTID en M6"
"184227975","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184227975 - RG - PSTN : DE,184227976 - RC01 - ADSL : DO,","NO","","",""
"184216476","184216473","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184216478 - TPTL - IPTV : DO,184216473 - TPTL - PSTN : DO,184216476 - TPTL - ADSL : DE,184216474 - TPTL - PSTN : DO,","NO","","",""
"184208692","184208686","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184208692","Completadas_y_en_Proceso","NO","184208692 - TPTL - IPTV : DE,184208686 - TPTL - PSTN : DO,184208691 - TPTL - ADSL : DE,184208687 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184208691"
"184208692","184208687","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184208692","Completadas_y_en_Proceso","NO","184208692 - TPTL - IPTV : DE,184208686 - TPTL - PSTN : DO,184208691 - TPTL - ADSL : DE,184208687 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184208691"
"184229888","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184229888","Completadas_y_en_Proceso","NO","184229885 - RG - PSTN : DO,184229888 - RC04 - IPTV : DE,184229886 - RG - ADSL : DE,","NO","","",""
"184208984","184208982","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184208981 - TPTL - PSTN : DO,184208982 - TPTL - PSTN : DO,184208983 - TPTL - IPTV : DO,184208984 - TPTL - ADSL : DE,","NO","","",""
"184229829","184229825","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184229826 - TPTL - PSTN : DO,184229825 - TPTL - PSTN : DO,184229829 - TPTL - IPTV : DE,184229828 - TPTL - ADSL : DO,","SI","","",""
"184209085","184209084","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184209088 - TPTL - IPTV : DO,184209085 - TPTL - ADSL : DE,184209083 - TPTL - PSTN : DO,184209084 - TPTL - PSTN : DO,","NO","","",""
"184231092","","PSTN","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184231096 - TPTL - IPTV : DO,184231095 - TPTL - ADSL : DE,184231092 - TPTL - PSTN : DE,184231091 - TPTL - PSTN : DO,","NO","","184231092 no cargada en DOMAIN",""
"184232182","","IPTV","","DO","NotFound","","NO","Completadas_Total","NO","184232182 - TPTL - IPTV : DO,184232181 - TPTL - ADSL : DO,184232179 - TPTL - PSTN : DO,184232178 - TPTL - PSTN : DO,","SI","","",""
"184246398","","ADSL","NO","DE","PC: Completada",":","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184246398 - RG - ADSL : DE,184246397 - RG - PSTN : DE,","SI","","",""
"184229480","184229476","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184229482 - TPTL - IPTV : DO,184229477 - TPTL - PSTN : DO,184229480 - TPTL - ADSL : DE,184229476 - TPTL - PSTN : DO,","NO","","",""
"184216465","184216461","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184216465","Completadas_y_en_Proceso","NO","184216462 - TPTL - PSTN : DO,184216464 - TPTL - ADSL : DE,184216465 - TPTL - IPTV : DE,184216461 - TPTL - PSTN : DO,","NO","","",""
"184246397","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184246398 - RG - ADSL : DE,184246397 - RG - PSTN : DE,","SI","","184246397 no cargada en DOMAIN","184246398 ENVIADA POR OMS A SAYDOT PARA: CLOSE"
"184216464","184216462","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184216465","Completadas_y_en_Proceso","NO","184216462 - TPTL - PSTN : DO,184216464 - TPTL - ADSL : DE,184216465 - TPTL - IPTV : DE,184216461 - TPTL - PSTN : DO,","NO","","",""
"184236135","184236132","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184236131 - TPTL - PSTN : DO,184236135 - TPTL - IPTV : DE,184236134 - TPTL - ADSL : DE,184236132 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184236134 Retenida en tarea manual FRAME en M6"
"184220375","","PSTN","NO","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184220375 - R016 - PSTN : DE,","SI","","NA",""
"184236135","184236131","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","NO","184236131 - TPTL - PSTN : DO,184236135 - TPTL - IPTV : DE,184236134 - TPTL - ADSL : DE,184236132 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184236134 Retenida en tarea manual FRAME en M6"
"184209694","","IPTV","","DO","NotFound","","NO","Completadas_Total","NO","184209690 - TPTL - PSTN : DO,184209693 - TPTL - ADSL : DO,184209689 - TPTL - PSTN : DO,184209694 - TPTL - IPTV : DO,","SI","","",""
"184231095","184231092","ADSL","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184231096 - TPTL - IPTV : DO,184231095 - TPTL - ADSL : DE,184231092 - TPTL - PSTN : DE,184231091 - TPTL - PSTN : DO,","NO","","",""
"184217372","184217367","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184217364 - TPTL - PSTN : DO,184217380 - TPTL - IPTV : DO,184217372 - TPTL - ADSL : DE,184217367 - TPTL - PSTN : DO,","SI","","",""
"184220467","184220458","IPTV","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184220457 - TPTL - PSTN : DO,184220467 - TPTL - IPTV : DE,184220465 - TPTL - ADSL : DO,184220458 - TPTL - PSTN : DE,","SI","","",""
"184214246","184214243","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184214246","Completadas_y_en_Proceso","NO","184214243 - TPTL - PSTN : DO,184214242 - TPTL - PSTN : DO,184214245 - TPTL - ADSL : DO,184214246 - TPTL - IPTV : DE,","NO","","",""
"184228428","","IPTV","","DO","NotFound","","NO","Completadas_Total","NO","184228420 - TPTL - PSTN : DO,184228423 - TPTL - PSTN : DO,184228427 - TPTL - ADSL : DO,184228428 - TPTL - IPTV : DO,","SI","","",""
"184220458","","PSTN","SI","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","SI","184220457 - TPTL - PSTN : DO,184220467 - TPTL - IPTV : DE,184220465 - TPTL - ADSL : DO,184220458 - TPTL - PSTN : DE,","SI","","184220458 no cargada en DOMAIN",""
"184238428","184238425","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184238431 - TPTL - IPTV : DO,184238428 - TPTL - ADSL : DE,184238424 - TPTL - PSTN : DO,184238425 - TPTL - PSTN : DO,","NO","","",""
"184236675","184236668","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184236675 - TPTL - ADSL : DE,184236677 - TPTL - IPTV : DO,184236668 - TPTL - PSTN : DO,184236667 - TPTL - PSTN : DO,","NO","","",""
"184219058","184219056","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184219059 - TPTL - IPTV : DO,184219057 - TPTL - PSTN : DO,184219056 - TPTL - PSTN : DO,184219058 - TPTL - ADSL : DE,","NO","","",""
"184238736","","ADSL","NO","DE","NV : No visita",":","Error de diseño o facilidades no enviadas: 184238736","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184238736 - R113 - ADSL : DE,","NO","","","REPETIR CIERRE: OS: 184238736"
"184212070","184212050","ADSL","SI","DE","PD : Pendiente de Despacho",":","OK","Completadas_Canceladas_y_en_proceso","NO","184212072 - TPTL - IPTV : CA,184212070 - TPTL - ADSL : DE,184212049 - TPTL - PSTN : DO,184212050 - TPTL - PSTN : DO,","NO","","",""
"184216832","184216827","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184216837","Completadas_y_en_Proceso","NO","184216826 - TPTL - PSTN : DO,184216832 - TPTL - ADSL : DE,184216837 - TPTL - IPTV : DE,184216827 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184216832"
"184154822","184154804","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184154805 - TPTL - PSTN : DO,184154804 - TPTL - PSTN : DO,184154822 - TPTL - IPTV : DE,184154818 - TPTL - ADSL : DE,","NO","","",""
"184216837","184216826","IPTV","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184216837","Completadas_y_en_Proceso","NO","184216826 - TPTL - PSTN : DO,184216832 - TPTL - ADSL : DE,184216837 - TPTL - IPTV : DE,184216827 - TPTL - PSTN : DO,","NO","","","REPETIR CIERRE: OS: 184216832"
"184146305","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184146307 - RC05 - ADSL : DO,184146306 - RC05 - DTH : DO,184146305 - RG - PSTN : DE,","NO","","",""
"184161731","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184161731 - RG - PSTN : DE,184161733 - RC01 - ADSL : DO,","NO","","",""
"184154822","184154805","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0106:INSTALADA OK, CLIENTE CON KIT","OK","Completadas_y_en_Proceso","NO","184154805 - TPTL - PSTN : DO,184154804 - TPTL - PSTN : DO,184154822 - TPTL - IPTV : DE,184154818 - TPTL - ADSL : DE,","NO","","",""
"184165595","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184165595 - RG - PSTN : DE,184165606 - RC01 - ADSL : DO,","NO","","","184165606 ENVIADA POR OMS A SAYDOT PARA: CLOSE"
"184149345","184149327","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184149327 - TPTL - PSTN : DO,184149326 - TPTL - PSTN : DO,184149345 - TPTL - IPTV : DE,184149337 - TPTL - ADSL : DE,","NO","","","Object reference not set to an instance of an object."
"184149345","184149326","ADSL","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","OK","Completadas_y_en_Proceso","NO","184149327 - TPTL - PSTN : DO,184149326 - TPTL - PSTN : DO,184149345 - TPTL - IPTV : DE,184149337 - TPTL - ADSL : DE,","NO","","","Object reference not set to an instance of an object."
"184143278","184143271","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_Canceladas_y_en_proceso","NO","184143274 - TPTL - ADSL : CA,184143271 - TPTL - PSTN : DO,184143272 - TPTL - PSTN : DO,184143278 - TPTL - IPTV : DE,","NO","","",""
"184144798","184144788","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_Canceladas_y_en_proceso","NO","184144788 - TPTL - PSTN : DO,184144794 - TPTL - ADSL : CA,184144789 - TPTL - PSTN : DO,184144798 - TPTL - IPTV : DE,","NO","","",""
"184152963","","PSTN","","DO","NotFound","","NO","Completadas_Total","NO","184152963 - R019 - PSTN : DO,","SI","","",""
"184146438","184146439","PSTN","SI","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","Error de diseño o facilidades no enviadas: 184146438","Completadas_y_en_Proceso","NO","184146438 - TPTL - IPTV : DO,184146439 - TPTL - PSTN : DO,184146436 - TPTL - PSTN : DE,184146437 - TPTL - ADSL : DO,","NO","","",""
"184153176","","PSTN","NO","DE","PC : Pendiente de Cierre en OMS","0101:COMPLETADA OK","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184153176 - R019 - PSTN : DE,","SI","","NA",""
"184143722","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184143722 - RG - PSTN : DE,","SI","","184143722 no cargada en DOMAIN",""
"184144271","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184144272","Completadas_y_en_Proceso","NO","184144271 - RG - PSTN : DE,184144272 - RG - ADSL : DO,","NO","","",""
"184168243","184168243","ADSL","NO","DE","TD : PENDIENTE DISEÑO TBS",":","Error de diseño o facilidades no enviadas: 184168243","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184168243 - RG - IPTV : DE,184168237 - RG - PSTN : DE,184168241 - RG - ADSL : DE,","NO","","",""
"184168243","","IPTV","NO","DE","TD : PENDIENTE DISEÑO TBS",":","Error de diseño o facilidades no enviadas: 184168243","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184168243 - RG - IPTV : DE,184168237 - RG - PSTN : DE,184168241 - RG - ADSL : DE,","NO","","",""
"184168243","","PSTN","NO","DE","NotFound","","Error de diseño o facilidades no enviadas: 184168243","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184168243 - RG - IPTV : DE,184168237 - RG - PSTN : DE,184168241 - RG - ADSL : DE,","NO","","",""
"184164529","184164527","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184164527 - TPTL - PSTN : DO,184164530 - TPTL - IPTV : DO,184164529 - TPTL - ADSL : DE,184164526 - TPTL - PSTN : DO,","SI","","",""
"184140946","184140938","IPTV","SI","DE","PC : Pendiente de Cierre en OMS","0106:INSTALADA OK, CLIENTE CON KIT","OK","Completadas_y_en_Proceso","NO","184140943 - TPTL - ADSL : DO,184140946 - TPTL - IPTV : DE,184140937 - TPTL - PSTN : DO,184140938 - TPTL - PSTN : DO,","NO","","",""
"184172896","184172893","IPTV","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184172894 - TPTL - PSTN : DO,184172896 - TPTL - IPTV : DE,184172893 - TPTL - PSTN : DO,184172895 - TPTL - ADSL : DO,","SI","","",""
"184178687","184178684","IPTV","SI","DE","PR : Pendiente Reprogramar Compromiso","0601:CLIENTE NO CONTACTADO","NO","Completadas_y_en_Proceso","NO","184178686 - TPTL - ADSL : DE,184178687 - TPTL - IPTV : DE,184178684 - TPTL - PSTN : DO,184178685 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184178687 Retenida en tarea manual CLIENTE en M6"
"184147755","","PSTN","NO","DE","NotFound","","OK","Completadas_y_en_Proceso","NO","184147755 - RG - PSTN : DE,184147757 - RC05 - ADSL : DO,184147756 - RG - DTH : DO,","NO","","184147755 no cargada en DOMAIN",""
"184178686","184178685","ADSL","SI","DE","PC : Pendiente de Cierre en OMS",":","NO","Completadas_y_en_Proceso","NO","184178686 - TPTL - ADSL : DE,184178687 - TPTL - IPTV : DE,184178684 - TPTL - PSTN : DO,184178685 - TPTL - PSTN : DO,","NO","","","Orden Hermana 184178687 Retenida en tarea manual CLIENTE en M6"
"184184362","","ADSL","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","SI","184184362 - R016 - ADSL : DE,","NO","","","ERROR GRABANDO ORDEN DE SERVICIO"
"184175146","184175135","ADSL","SI","DE","CC : Espera de Cierre",":","Error de diseño o facilidades no enviadas: 184175146","Completadas_y_en_Proceso","NO","184175135 - TPTL - PSTN : DO,184175137 - TPTL - PSTN : DO,184175146 - TPTL - ADSL : DE,184175147 - TPTL - IPTV : DO,","NO","","",""
"184167990","184167985","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184167986 - TPTL - PSTN : DO,184167993 - TPTL - IPTV : DO,184167990 - TPTL - ADSL : DE,184167985 - TPTL - PSTN : DO,","NO","","",""
"184142259","184142248","IPTV","SI","DE","CC : Espera de Cierre",":","OK","Completadas_y_en_Proceso","NO","184142245 - TPTL - PSTN : DO,184142248 - TPTL - PSTN : DO,184142256 - TPTL - ADSL : DE,184142259 - TPTL - IPTV : DE,","NO","","",""
"184143955","","PSTN","","DO","NotFound","","NO","Completadas_Total","NO","184143955 - R019 - PSTN : DO,","SI","","",""
"184142256","184142245","ADSL","SI","DE","XC : Pendiente de Cancelar","0210:CLIENTE NO LE    INTERESA","OK","Completadas_y_en_Proceso","NO","184142245 - TPTL - PSTN : DO,184142248 - TPTL - PSTN : DO,184142256 - TPTL - ADSL : DE,184142259 - TPTL - IPTV : DE,","NO","","",""
"184172010","184172001","ADSL","SI","DE","CC : Espera de Cierre",":","NO","Completadas_y_en_Proceso","SI","184172000 - TPTL - PSTN : DO,184172010 - TPTL - ADSL : DE,184172014 - TPTL - IPTV : DO,184172001 - TPTL - PSTN : DO,","NO","","",""
"184139306","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184139306 - RG - PSTN : DE,","SI","","184139306 no cargada en DOMAIN",""
"184138348","","PSTN","NO","DE","NotFound","","NO","Ninguna_orden_se_ha_completado_ni_cancelado","NO","184138348 - RG - PSTN : DE,","SI","","184138348 no cargada en DOMAIN",""
"184145383","","ADSL","NO","DE","NV : No visita",":","NO","Completadas_y_en_Proceso","NO","184145383 - RG - ADSL : DE,184145381 - RG - PSTN : DO,","NO","","","184145383 Retenida en tarea automatica DDSLAM en M6"
"184169060","184169054","ADSL","SI","DE","TD : PENDIENTE DISEÑO TBS",":","Error de diseño o facilidades no enviadas: 184169060","Completadas_y_en_Proceso","NO","184169054 - TPTL - PSTN : DE,184169060 - TPTL - IPTV : DO,184169053 - TPTL - PSTN : DO,184169059 - TPTL - ADSL : DE,","NO","","",""
"184169060","","PSTN","SI","DE","TD : PENDIENTE DISEÑO TBS",":","Error de diseño o facilidades no enviadas: 184169060","Completadas_y_en_Proceso","NO","184169054 - TPTL - PSTN : DE,184169060 - TPTL - IPTV : DO,184169053 - TPTL - PSTN : DO,184169059 - TPTL - ADSL : DE,","NO","","",""
